@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
31,'2026/01/20 13:48:56:817',1,0.623554,0.626314,0,0.584885,0.583191,-0.019415,0.555895,0.506173,-0.035401,0.565887,0.44866,-0.053157,0.600058,0.423818,-0.069614,0.599597,0.377299,-0.019944,0.584627,0.279944,-0.05207,0.567326,0.221861,-0.069717,0.560428,0.168901,-0.083009,0.646677,0.392974,-0.030924,0.63371,0.32934,-0.075796,0.60256,0.409475,-0.080214,0.600154,0.450912,-0.071749,0.683116,0.430773,-0.04625,0.650949,0.404674,-0.089112,0.61571,0.480671,-0.073748,0.618363,0.508311,-0.052446,0.708909,0.481539,-0.063932,0.666202,0.470393,-0.0894,0.635322,0.519395,-0.077231,0.638314,0.535972,-0.062386,1
32,'2026/01/20 13:48:56:866',1,0.621451,0.621631,0,0.582114,0.575347,-0.020657,0.554237,0.496889,-0.037263,0.567454,0.438585,-0.055247,0.60254,0.410475,-0.071722,0.599485,0.374404,-0.021197,0.584125,0.27759,-0.053541,0.567272,0.219545,-0.071337,0.560524,0.165948,-0.084755,0.647057,0.389528,-0.03193,0.634418,0.328895,-0.078207,0.602275,0.407054,-0.083462,0.59775,0.449967,-0.075344,0.683344,0.427884,-0.046997,0.651,0.406052,-0.090317,0.615359,0.480923,-0.074791,0.616149,0.508856,-0.053414,0.709142,0.479536,-0.06462,0.665431,0.471866,-0.08988,0.634659,0.520511,-0.077449,0.636754,0.536471,-0.062565,1
33,'2026/01/20 13:48:56:912',1,0.621287,0.622066,0,0.581326,0.576184,-0.02125,0.553131,0.497326,-0.038115,0.564999,0.436961,-0.056354,0.600481,0.407306,-0.072927,0.599942,0.376489,-0.020895,0.584762,0.277156,-0.054096,0.568279,0.217189,-0.072032,0.562373,0.162283,-0.085244,0.646594,0.391088,-0.031284,0.633325,0.326976,-0.079152,0.600439,0.405969,-0.084367,0.596277,0.450761,-0.075315,0.682112,0.428407,-0.046168,0.649327,0.404429,-0.090887,0.614128,0.480501,-0.075113,0.616524,0.509782,-0.052633,0.707463,0.479079,-0.063618,0.663335,0.469514,-0.089392,0.633162,0.518136,-0.076982,0.636986,0.534123,-0.061618,1
34,'2026/01/20 13:48:56:957',1,0.620467,0.61986,0,0.580127,0.573445,-0.021131,0.550917,0.493842,-0.038196,0.56304,0.433177,-0.05657,0.599746,0.40336,-0.073272,0.597791,0.374624,-0.021415,0.582892,0.274893,-0.053574,0.567657,0.215306,-0.071034,0.562607,0.161126,-0.084118,0.644332,0.389653,-0.031771,0.632584,0.32673,-0.078861,0.600841,0.4038,-0.084295,0.595636,0.448599,-0.075844,0.67969,0.427085,-0.046402,0.648348,0.400466,-0.090351,0.61353,0.475552,-0.074625,0.614015,0.505854,-0.052538,0.704771,0.477925,-0.063535,0.661651,0.465439,-0.088996,0.632002,0.513597,-0.076431,0.634698,0.530616,-0.061117,1
35,'2026/01/20 13:48:57:045',1,0.607016,0.609812,0,0.566749,0.564582,-0.025745,0.54131,0.495525,-0.047046,0.549198,0.441293,-0.069052,0.577891,0.403004,-0.08931,0.591933,0.365633,-0.028847,0.580879,0.263358,-0.06272,0.572982,0.200636,-0.081709,0.572446,0.146096,-0.095234,0.639865,0.382682,-0.037153,0.619578,0.33052,-0.083944,0.591298,0.413555,-0.089012,0.588011,0.460827,-0.080823,0.676262,0.422903,-0.049726,0.635045,0.404123,-0.092183,0.600492,0.478828,-0.074534,0.599112,0.510562,-0.051888,0.699687,0.477445,-0.065459,0.652553,0.473745,-0.090408,0.620274,0.520015,-0.076504,0.617821,0.538424,-0.059827,1
36,'2026/01/20 13:48:57:086',1,0.610654,0.612958,0,0.568722,0.568911,-0.028968,0.541482,0.502153,-0.052648,0.544403,0.447007,-0.076694,0.567147,0.400928,-0.098429,0.590649,0.365759,-0.030573,0.58112,0.262766,-0.066593,0.575145,0.197228,-0.085664,0.576748,0.143778,-0.098893,0.637048,0.381169,-0.037212,0.6133,0.333734,-0.086006,0.586219,0.420896,-0.08941,0.58603,0.467898,-0.079498,0.672066,0.418633,-0.048949,0.628492,0.402068,-0.09218,0.597559,0.478208,-0.072147,0.599881,0.508476,-0.048051,0.69447,0.470682,-0.064456,0.644369,0.47361,-0.089586,0.616331,0.519888,-0.075978,0.618844,0.534899,-0.059599,1
37,'2026/01/20 13:48:57:132',1,0.602455,0.606903,0,0.562901,0.559262,-0.027573,0.53663,0.490944,-0.050428,0.539338,0.436084,-0.074221,0.565002,0.398459,-0.095894,0.586862,0.356538,-0.029316,0.581309,0.255326,-0.062552,0.576981,0.191531,-0.078854,0.578992,0.140724,-0.09002,0.633896,0.376129,-0.036617,0.612261,0.334186,-0.083813,0.583362,0.420011,-0.08589,0.581127,0.465724,-0.075021,0.669203,0.417062,-0.048715,0.62734,0.404577,-0.090721,0.594932,0.478083,-0.071263,0.594566,0.507512,-0.047475,0.691716,0.472259,-0.064429,0.643454,0.476694,-0.087866,0.613318,0.519825,-0.074002,0.61214,0.534302,-0.057544,1
38,'2026/01/20 13:48:57:164',1,0.600524,0.604685,0,0.561349,0.555068,-0.025769,0.536583,0.490906,-0.0495,0.540203,0.442387,-0.07479,0.562432,0.408486,-0.098265,0.589546,0.352885,-0.030227,0.584192,0.25119,-0.064609,0.581259,0.186624,-0.081956,0.584828,0.134777,-0.093752,0.635843,0.375489,-0.039045,0.611203,0.331327,-0.087065,0.581179,0.416792,-0.089689,0.580812,0.461051,-0.07915,0.669888,0.418226,-0.05241,0.623641,0.404147,-0.094497,0.591874,0.476875,-0.074342,0.594562,0.505096,-0.050109,0.691435,0.47412,-0.069254,0.641728,0.470763,-0.091333,0.6123,0.512821,-0.07523,0.613136,0.527274,-0.057376,1
39,'2026/01/20 13:48:57:210',1,0.600504,0.605802,0,0.561041,0.554541,-0.027551,0.535704,0.490949,-0.052117,0.539039,0.442103,-0.077851,0.561556,0.407399,-0.101593,0.589277,0.34577,-0.030327,0.584195,0.250888,-0.06423,0.582687,0.185995,-0.08232,0.587004,0.134288,-0.095209,0.638247,0.366271,-0.038252,0.609665,0.337604,-0.08432,0.578969,0.422493,-0.086922,0.577311,0.466041,-0.077549,0.673555,0.410784,-0.050992,0.62511,0.407077,-0.09182,0.592519,0.477816,-0.072103,0.593608,0.505452,-0.049089,0.69481,0.469673,-0.067527,0.642484,0.474328,-0.090246,0.612904,0.514058,-0.075764,0.613051,0.526699,-0.059255,1
40,'2026/01/20 13:48:57:256',1,0.595912,0.596326,0,0.556026,0.545162,-0.025523,0.532387,0.481728,-0.049432,0.538201,0.43387,-0.074744,0.560899,0.395199,-0.09878,0.584845,0.338685,-0.031073,0.583207,0.242515,-0.065382,0.585439,0.178094,-0.084642,0.594093,0.1247,-0.098058,0.63148,0.359119,-0.039286,0.605839,0.325608,-0.084949,0.576819,0.406003,-0.089253,0.5759,0.449469,-0.081497,0.665827,0.402509,-0.05172,0.620602,0.396203,-0.092795,0.588246,0.465299,-0.074862,0.589019,0.495163,-0.053091,0.687118,0.459176,-0.067497,0.636401,0.462088,-0.090964,0.605887,0.505791,-0.076962,0.605026,0.523955,-0.06058,1
41,'2026/01/20 13:48:57:302',1,0.595839,0.589988,0,0.554597,0.538512,-0.022249,0.531137,0.47325,-0.042739,0.536482,0.426545,-0.065341,0.556074,0.387955,-0.086647,0.582633,0.332453,-0.024857,0.583165,0.234048,-0.056371,0.586018,0.171314,-0.073487,0.593955,0.119715,-0.085427,0.628224,0.355617,-0.034566,0.603341,0.313384,-0.080821,0.574054,0.392254,-0.086594,0.57036,0.439225,-0.078991,0.661871,0.399042,-0.048192,0.618073,0.385253,-0.090312,0.586271,0.456749,-0.074318,0.584242,0.490637,-0.052816,0.682956,0.455019,-0.064653,0.634906,0.452308,-0.088652,0.604266,0.495921,-0.075477,0.600799,0.514814,-0.059256,1
42,'2026/01/20 13:48:57:334',1,0.597504,0.588704,0,0.554809,0.538161,-0.023829,0.52936,0.472993,-0.045388,0.534546,0.422286,-0.068824,0.55485,0.379025,-0.090655,0.580397,0.334658,-0.027034,0.582551,0.234552,-0.060476,0.585077,0.170953,-0.077965,0.593216,0.117862,-0.090047,0.626568,0.355127,-0.036042,0.601372,0.310439,-0.082874,0.572055,0.392519,-0.086623,0.570585,0.439194,-0.077412,0.660199,0.395977,-0.049407,0.615673,0.381727,-0.09108,0.583967,0.454659,-0.072565,0.584329,0.486125,-0.049536,0.68097,0.449769,-0.066015,0.632212,0.448811,-0.088924,0.603608,0.492189,-0.074861,0.603692,0.508331,-0.058295,1
43,'2026/01/20 13:48:57:380',1,0.595647,0.585794,0,0.553585,0.538275,-0.022995,0.529977,0.472979,-0.043572,0.535463,0.422924,-0.066081,0.553209,0.377318,-0.087005,0.581498,0.332835,-0.025031,0.581874,0.233353,-0.057064,0.583472,0.170433,-0.074263,0.591283,0.118282,-0.086171,0.626454,0.354214,-0.034187,0.603812,0.306793,-0.080772,0.572634,0.38805,-0.085169,0.568574,0.437849,-0.076311,0.659356,0.395611,-0.047551,0.617682,0.374961,-0.089002,0.584326,0.447505,-0.071067,0.58257,0.482339,-0.048356,0.679066,0.449886,-0.063982,0.633061,0.445615,-0.086925,0.603065,0.488432,-0.073066,0.60091,0.506575,-0.056601,1
44,'2026/01/20 13:48:57:428',1,0.59557,0.582827,0,0.554216,0.534144,-0.022306,0.530799,0.470731,-0.043785,0.534991,0.423626,-0.067583,0.551146,0.379505,-0.089802,0.583813,0.328478,-0.02375,0.583838,0.230392,-0.055795,0.585348,0.166301,-0.072425,0.593293,0.115291,-0.083733,0.628531,0.350329,-0.03364,0.602919,0.301774,-0.079558,0.570874,0.385016,-0.082685,0.568933,0.433288,-0.072812,0.66131,0.391848,-0.04789,0.616501,0.370714,-0.089177,0.58292,0.445201,-0.069847,0.583417,0.479744,-0.046178,0.680884,0.446783,-0.065208,0.632368,0.441956,-0.087842,0.602681,0.48591,-0.072917,0.60277,0.504205,-0.055691,1
45,'2026/01/20 13:48:57:473',1,0.598288,0.583824,0,0.556106,0.533792,-0.025401,0.531038,0.469954,-0.048586,0.533156,0.420359,-0.073633,0.551075,0.377695,-0.096875,0.58388,0.325633,-0.025751,0.584102,0.228463,-0.058862,0.585822,0.162851,-0.07612,0.593887,0.111675,-0.087905,0.62975,0.347982,-0.034433,0.604018,0.305184,-0.080536,0.571062,0.389717,-0.082506,0.568856,0.435716,-0.071999,0.66314,0.390816,-0.04801,0.619242,0.371017,-0.089482,0.584659,0.444212,-0.069071,0.584106,0.476652,-0.04479,0.682371,0.447549,-0.065091,0.635043,0.442367,-0.088334,0.604899,0.484234,-0.07332,0.604248,0.500816,-0.055932,1
46,'2026/01/20 13:48:57:504',1,0.600273,0.585539,0,0.55831,0.53579,-0.025079,0.53288,0.473382,-0.04863,0.534649,0.423589,-0.074294,0.552001,0.378816,-0.098086,0.58438,0.330329,-0.026201,0.586296,0.231186,-0.060721,0.58772,0.165563,-0.078859,0.595241,0.112669,-0.091064,0.628554,0.351886,-0.035031,0.603755,0.302386,-0.082288,0.572846,0.387226,-0.085135,0.572584,0.433378,-0.074955,0.661756,0.392451,-0.048646,0.618883,0.368524,-0.09078,0.585736,0.442931,-0.070465,0.58689,0.476014,-0.045913,0.682142,0.446828,-0.065706,0.635503,0.440139,-0.088591,0.605946,0.483221,-0.073073,0.606274,0.501174,-0.055228,1
47,'2026/01/20 13:48:57:553',1,0.596953,0.581115,0,0.556556,0.53163,-0.024716,0.532962,0.468989,-0.047647,0.535939,0.420809,-0.072614,0.552891,0.378655,-0.095799,0.585241,0.327757,-0.026646,0.585302,0.227946,-0.060264,0.586696,0.163207,-0.077738,0.594962,0.111521,-0.089446,0.629675,0.349751,-0.035742,0.604977,0.300953,-0.083883,0.572632,0.384407,-0.087341,0.570501,0.431992,-0.077184,0.662576,0.390661,-0.049382,0.619513,0.366559,-0.092446,0.586204,0.441493,-0.073073,0.586414,0.476754,-0.048756,0.682671,0.444809,-0.066287,0.635325,0.439417,-0.089859,0.606436,0.482372,-0.074911,0.607032,0.499972,-0.057247,1
48,'2026/01/20 13:48:57:598',1,0.601661,0.582846,0,0.5591,0.530647,-0.022,0.532509,0.464444,-0.042925,0.534794,0.415901,-0.066311,0.554297,0.381681,-0.088142,0.58571,0.322323,-0.023018,0.585439,0.224769,-0.055273,0.587121,0.15936,-0.072985,0.595067,0.107131,-0.085666,0.631231,0.345369,-0.033213,0.603059,0.3025,-0.078669,0.571622,0.387899,-0.081353,0.572361,0.433073,-0.072062,0.664865,0.387983,-0.047933,0.620714,0.364185,-0.088725,0.587176,0.438955,-0.068519,0.5889,0.472729,-0.044955,0.685564,0.444331,-0.065911,0.638535,0.43738,-0.088855,0.607755,0.47991,-0.073799,0.607893,0.49709,-0.056795,1
49,'2026/01/20 13:48:57:645',1,0.599647,0.581466,0,0.557543,0.52974,-0.023533,0.532819,0.466167,-0.045486,0.535324,0.418809,-0.069675,0.553442,0.382997,-0.092528,0.58704,0.321718,-0.025367,0.586362,0.226309,-0.058043,0.587086,0.162288,-0.076344,0.594044,0.109146,-0.089414,0.633119,0.343525,-0.034915,0.603783,0.303733,-0.08104,0.571904,0.388722,-0.084589,0.571595,0.43487,-0.07577,0.666472,0.386076,-0.048924,0.621067,0.366372,-0.090099,0.586959,0.43997,-0.071016,0.587349,0.474052,-0.048043,0.686518,0.44199,-0.066276,0.638537,0.437952,-0.089748,0.607306,0.480417,-0.075436,0.605989,0.49868,-0.05869,1
50,'2026/01/20 13:48:57:690',1,0.602971,0.585357,0,0.560478,0.530916,-0.021035,0.533918,0.463119,-0.040288,0.533932,0.414309,-0.061872,0.550166,0.384186,-0.082199,0.585161,0.32121,-0.022352,0.582245,0.226386,-0.054666,0.582081,0.16191,-0.073716,0.587878,0.108136,-0.08767,0.633083,0.342197,-0.032109,0.601537,0.302974,-0.076114,0.571129,0.390241,-0.079082,0.572392,0.436263,-0.070571,0.667909,0.38431,-0.046205,0.62148,0.36579,-0.084839,0.587686,0.441456,-0.06493,0.589144,0.476673,-0.042235,0.688536,0.440282,-0.063651,0.639808,0.43909,-0.085769,0.607347,0.482261,-0.071452,0.606316,0.500228,-0.055232,1
51,'2026/01/20 13:48:57:739',1,0.603202,0.584559,0,0.560126,0.529814,-0.021036,0.535213,0.461536,-0.039719,0.538095,0.411731,-0.061015,0.55429,0.378217,-0.080916,0.585591,0.319378,-0.020642,0.581242,0.225207,-0.051729,0.580289,0.161317,-0.069333,0.585797,0.10888,-0.082127,0.632991,0.339723,-0.030721,0.602478,0.305762,-0.075628,0.572104,0.391292,-0.079355,0.571826,0.436871,-0.070871,0.667519,0.381434,-0.045169,0.621449,0.364675,-0.085295,0.588799,0.439989,-0.066906,0.589311,0.474751,-0.044591,0.688506,0.436838,-0.062888,0.639649,0.438383,-0.085994,0.609036,0.48047,-0.072749,0.608047,0.497078,-0.056877,1
52,'2026/01/20 13:48:57:771',1,0.600826,0.583602,0,0.558785,0.529478,-0.022946,0.534395,0.463911,-0.043898,0.537445,0.414892,-0.067249,0.554434,0.380791,-0.089214,0.586433,0.317403,-0.023199,0.581309,0.224176,-0.055595,0.58032,0.16008,-0.07387,0.585172,0.107754,-0.08687,0.633958,0.337883,-0.032732,0.603042,0.304632,-0.078803,0.573034,0.390989,-0.082413,0.572244,0.436655,-0.073379,0.668511,0.379719,-0.046809,0.621365,0.368455,-0.087426,0.589348,0.442936,-0.068749,0.589786,0.476041,-0.045958,0.689184,0.435158,-0.064378,0.640548,0.438234,-0.087045,0.61053,0.480732,-0.073337,0.609517,0.496746,-0.057069,1
53,'2026/01/20 13:48:57:816',1,0.601483,0.583698,0,0.55872,0.528773,-0.023972,0.534368,0.461305,-0.044508,0.536615,0.411477,-0.066942,0.553626,0.379925,-0.087989,0.587096,0.314328,-0.024147,0.581228,0.222425,-0.056302,0.580196,0.158833,-0.074886,0.585036,0.10632,-0.088429,0.636457,0.333858,-0.032954,0.603114,0.304348,-0.077986,0.572283,0.390656,-0.081721,0.571362,0.435256,-0.073253,0.671305,0.376618,-0.046319,0.621924,0.36895,-0.086449,0.588938,0.442965,-0.068284,0.589393,0.475078,-0.046221,0.690967,0.433135,-0.063274,0.640404,0.439046,-0.086683,0.609472,0.481305,-0.073819,0.608537,0.496398,-0.058165,1
54,'2026/01/20 13:48:57:847',1,0.604071,0.586022,0,0.560816,0.530025,-0.023082,0.53507,0.461144,-0.043536,0.535688,0.410553,-0.066185,0.55348,0.379174,-0.087414,0.588262,0.315538,-0.023003,0.581749,0.222734,-0.055127,0.580259,0.159312,-0.073375,0.585359,0.106587,-0.086684,0.637148,0.335086,-0.03248,0.603583,0.303513,-0.077555,0.572517,0.391168,-0.080851,0.572726,0.436017,-0.071919,0.672033,0.377465,-0.046513,0.622041,0.367867,-0.086584,0.58913,0.443503,-0.0676,0.591098,0.476053,-0.044972,0.692366,0.433795,-0.064107,0.640194,0.438883,-0.087102,0.609176,0.482808,-0.07347,0.609342,0.499018,-0.057395,1
55,'2026/01/20 13:48:57:894',1,0.603318,0.582273,0,0.560759,0.528277,-0.022962,0.536783,0.4625,-0.043775,0.538967,0.41487,-0.066901,0.55589,0.379109,-0.088436,0.589058,0.315932,-0.023751,0.58354,0.221428,-0.05639,0.581584,0.15773,-0.074272,0.586239,0.105118,-0.086914,0.636302,0.336993,-0.03347,0.606039,0.302557,-0.080368,0.57578,0.389723,-0.084347,0.575699,0.43481,-0.075302,0.670212,0.379003,-0.047636,0.622678,0.366445,-0.089084,0.590624,0.442584,-0.070294,0.592476,0.474476,-0.047169,0.689939,0.434208,-0.065197,0.639813,0.436509,-0.087694,0.611341,0.479656,-0.073436,0.613502,0.494079,-0.056786,1
56,'2026/01/20 13:48:57:925',1,0.601968,0.582346,0,0.56075,0.527329,-0.022108,0.535798,0.457893,-0.041218,0.539025,0.408541,-0.062609,0.557453,0.377471,-0.082569,0.587286,0.315859,-0.021759,0.581901,0.220837,-0.053022,0.580624,0.157704,-0.070662,0.585746,0.104751,-0.083594,0.635133,0.337074,-0.031548,0.605229,0.30055,-0.077008,0.574704,0.386781,-0.081018,0.573771,0.433153,-0.072532,0.66979,0.379469,-0.045742,0.623969,0.362816,-0.086549,0.590926,0.438632,-0.068552,0.591148,0.473159,-0.046319,0.69085,0.435187,-0.063233,0.641745,0.43595,-0.086898,0.610502,0.479501,-0.073854,0.609195,0.4964,-0.058131,1
57,'2026/01/20 13:48:57:958',1,0.602924,0.582647,0,0.560575,0.525916,-0.023069,0.535702,0.456686,-0.042912,0.539181,0.406296,-0.064814,0.558704,0.374579,-0.085183,0.58796,0.31329,-0.02254,0.582098,0.220027,-0.054231,0.580585,0.157017,-0.072485,0.585736,0.104091,-0.08592,0.636361,0.333892,-0.031961,0.604445,0.300798,-0.0771,0.573997,0.387501,-0.081128,0.573917,0.433302,-0.072957,0.671038,0.376874,-0.045898,0.623868,0.363577,-0.086557,0.590534,0.43914,-0.06851,0.591154,0.473442,-0.046464,0.691575,0.433542,-0.063282,0.641078,0.43649,-0.087268,0.609507,0.479861,-0.074503,0.60834,0.496797,-0.058968,1
58,'2026/01/20 13:48:58:005',1,0.602046,0.582122,0,0.559655,0.526058,-0.02274,0.535466,0.456834,-0.042272,0.539332,0.407807,-0.064113,0.558043,0.374981,-0.084351,0.58592,0.314386,-0.021287,0.582226,0.219399,-0.052941,0.580913,0.156213,-0.070539,0.586205,0.103589,-0.083269,0.633921,0.335318,-0.03099,0.605536,0.299496,-0.076922,0.57482,0.385836,-0.080942,0.574749,0.43106,-0.072248,0.668776,0.377692,-0.045295,0.624033,0.362232,-0.08639,0.590402,0.437739,-0.068202,0.59132,0.470553,-0.045721,0.690072,0.433462,-0.063004,0.641095,0.43598,-0.086311,0.610219,0.479035,-0.073045,0.610093,0.494361,-0.057164,1
59,'2026/01/20 13:48:58:050',1,0.602534,0.583071,0,0.561909,0.529383,-0.021815,0.537202,0.460487,-0.041131,0.539944,0.412717,-0.062959,0.556989,0.379909,-0.083229,0.587951,0.317143,-0.021844,0.583509,0.220651,-0.053951,0.581419,0.156762,-0.071594,0.585917,0.103495,-0.084165,0.635138,0.338133,-0.031974,0.607443,0.298912,-0.078306,0.575395,0.386312,-0.082041,0.574735,0.431945,-0.072864,0.669717,0.379887,-0.046569,0.624655,0.363344,-0.087951,0.590128,0.440618,-0.06942,0.591317,0.474049,-0.046433,0.691372,0.434979,-0.064428,0.642827,0.435932,-0.087286,0.610467,0.479847,-0.073261,0.609725,0.49596,-0.056787,1
60,'2026/01/20 13:48:58:081',1,0.601803,0.584023,0,0.560374,0.527087,-0.021558,0.535555,0.455948,-0.040646,0.538417,0.405765,-0.062228,0.556677,0.375865,-0.082543,0.587815,0.314104,-0.020913,0.582488,0.220049,-0.052651,0.580584,0.156609,-0.070766,0.585365,0.103383,-0.084024,0.635965,0.335338,-0.0314,0.606102,0.298957,-0.077624,0.573601,0.38684,-0.081816,0.571883,0.43467,-0.073138,0.670965,0.378335,-0.046344,0.624943,0.36172,-0.087634,0.590259,0.439495,-0.069395,0.59076,0.475095,-0.04684,0.692389,0.434787,-0.064558,0.641581,0.438341,-0.0882,0.609972,0.483059,-0.075048,0.610436,0.499324,-0.059255,1
61,'2026/01/20 13:48:58:113',1,0.602932,0.584393,0,0.5596,0.527706,-0.022851,0.534544,0.4577,-0.04216,0.536883,0.408229,-0.06362,0.55523,0.37818,-0.083647,0.588191,0.313142,-0.021729,0.582394,0.220159,-0.053427,0.580504,0.157318,-0.071723,0.585531,0.104078,-0.085147,0.636732,0.333984,-0.031394,0.606698,0.300445,-0.077159,0.575074,0.386915,-0.081771,0.573706,0.433226,-0.073649,0.671428,0.377077,-0.045558,0.625629,0.363451,-0.08643,0.590914,0.439254,-0.068881,0.590742,0.47307,-0.046991,0.691893,0.433707,-0.063151,0.641946,0.438787,-0.086823,0.609638,0.482499,-0.074167,0.608436,0.498448,-0.058718,1
62,'2026/01/20 13:48:58:145',1,0.604364,0.58388,0,0.56165,0.528596,-0.02321,0.536506,0.460803,-0.043468,0.538026,0.411525,-0.065964,0.555478,0.377903,-0.086709,0.588324,0.317481,-0.022775,0.582845,0.220765,-0.055125,0.580528,0.156947,-0.07276,0.585129,0.10404,-0.085311,0.635595,0.339073,-0.032432,0.607048,0.299682,-0.079596,0.57591,0.385507,-0.08386,0.575153,0.431537,-0.074849,0.669812,0.381009,-0.046636,0.623794,0.363772,-0.088252,0.590552,0.439337,-0.069992,0.591759,0.472288,-0.047139,0.690168,0.436198,-0.064267,0.640475,0.43777,-0.08707,0.610312,0.480617,-0.073437,0.611168,0.495686,-0.057251,1
63,'2026/01/20 13:48:58:191',1,0.602284,0.581007,0,0.56091,0.526493,-0.022438,0.536056,0.458743,-0.042441,0.538186,0.410319,-0.064868,0.555525,0.376091,-0.08577,0.587446,0.317423,-0.022817,0.582937,0.221322,-0.05498,0.580449,0.157423,-0.072216,0.5849,0.104342,-0.084349,0.634354,0.33923,-0.032927,0.607803,0.298419,-0.079686,0.575483,0.385149,-0.083318,0.574205,0.430932,-0.073793,0.668684,0.381144,-0.047463,0.624978,0.363119,-0.089187,0.590677,0.440021,-0.070322,0.591412,0.473231,-0.046907,0.690006,0.436124,-0.06527,0.642318,0.435481,-0.087926,0.610926,0.479327,-0.07332,0.610794,0.495287,-0.056401,1
64,'2026/01/20 13:48:58:238',1,0.605577,0.581168,0,0.564314,0.52696,-0.023657,0.537935,0.460395,-0.044289,0.537154,0.411979,-0.066935,0.553668,0.377249,-0.087793,0.588547,0.315388,-0.023654,0.581667,0.221551,-0.056327,0.57918,0.158763,-0.074715,0.584053,0.105786,-0.087849,0.635667,0.336169,-0.033109,0.606718,0.29756,-0.079298,0.575183,0.384573,-0.083334,0.574612,0.429973,-0.074589,0.670196,0.378286,-0.047096,0.625071,0.3615,-0.087665,0.590737,0.43746,-0.068783,0.591879,0.470113,-0.045973,0.691063,0.434464,-0.064584,0.64223,0.436216,-0.086758,0.611125,0.479122,-0.072492,0.6121,0.494387,-0.056089,1
65,'2026/01/20 13:48:58:270',1,0.604355,0.579067,0,0.562792,0.526523,-0.022428,0.537175,0.459533,-0.042248,0.537349,0.411326,-0.064375,0.553593,0.376662,-0.084853,0.587082,0.317876,-0.022882,0.581347,0.220665,-0.055066,0.578509,0.157222,-0.072639,0.582671,0.104364,-0.085006,0.63346,0.339422,-0.032798,0.607164,0.296238,-0.079361,0.575877,0.382523,-0.083473,0.574777,0.429022,-0.07439,0.667758,0.380819,-0.047088,0.62484,0.360903,-0.088285,0.590937,0.437432,-0.069704,0.591695,0.471237,-0.04659,0.688906,0.435827,-0.064624,0.642443,0.433756,-0.086748,0.61131,0.477162,-0.072132,0.611322,0.493601,-0.055308,1
66,'2026/01/20 13:48:58:319',1,0.604724,0.580049,0,0.563736,0.525986,-0.020821,0.538867,0.458999,-0.039784,0.53786,0.411976,-0.061163,0.552634,0.377001,-0.081079,0.588175,0.320662,-0.022094,0.582241,0.222225,-0.054473,0.578549,0.158743,-0.072727,0.582488,0.104865,-0.085652,0.634626,0.342591,-0.032312,0.607663,0.297101,-0.07957,0.574963,0.382909,-0.084415,0.574628,0.430848,-0.075873,0.668537,0.383769,-0.046727,0.624684,0.360476,-0.08752,0.590114,0.43643,-0.069121,0.593045,0.471463,-0.046319,0.689898,0.437802,-0.064219,0.641557,0.433651,-0.085605,0.610308,0.476472,-0.070964,0.612953,0.493798,-0.054347,1
