@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
1434,'2026/01/20 13:52:53:034',7,0.58202,0.715579,0,0.572494,0.634534,0.003154,0.540092,0.56133,-0.004132,0.500022,0.525004,-0.012235,0.463262,0.511814,-0.022739,0.544234,0.532062,-0.027879,0.51575,0.445515,-0.048283,0.49996,0.394424,-0.057253,0.490934,0.351131,-0.06215,0.532586,0.562159,-0.039495,0.454678,0.510359,-0.064168,0.447315,0.54384,-0.06359,0.462169,0.571077,-0.058517,0.515398,0.606601,-0.049573,0.440578,0.568803,-0.070903,0.44482,0.594146,-0.058541,0.464098,0.611203,-0.045094,0.497269,0.653436,-0.05863,0.436977,0.620874,-0.071982,0.444828,0.635212,-0.061056,0.46423,0.647708,-0.049277,1
1435,'2026/01/20 13:52:53:083',7,0.582568,0.714643,0,0.575931,0.633811,0.001592,0.545082,0.56195,-0.00648,0.505473,0.525111,-0.015377,0.468886,0.514568,-0.026654,0.547108,0.52747,-0.029243,0.517575,0.441476,-0.051247,0.500471,0.389789,-0.06181,0.491377,0.34635,-0.068112,0.537933,0.559355,-0.040751,0.457389,0.51311,-0.067334,0.44799,0.54974,-0.067234,0.463719,0.575437,-0.06239,0.52226,0.60549,-0.051007,0.445936,0.573625,-0.074196,0.448342,0.600976,-0.061758,0.469479,0.6158,-0.048016,0.504757,0.653114,-0.060532,0.442248,0.628366,-0.076014,0.44871,0.643045,-0.065848,0.469485,0.652528,-0.054194,1
1436,'2026/01/20 13:52:53:116',7,0.590715,0.712466,0,0.582464,0.63279,0.00125,0.551247,0.563303,-0.008007,0.512232,0.526854,-0.018359,0.477213,0.515713,-0.031186,0.553639,0.527196,-0.031813,0.522472,0.439324,-0.055423,0.505055,0.386414,-0.066801,0.496347,0.342342,-0.07354,0.547358,0.558223,-0.043101,0.467246,0.512067,-0.07139,0.452739,0.549182,-0.071511,0.464042,0.57472,-0.06668,0.532801,0.603119,-0.053118,0.454357,0.576324,-0.077131,0.455253,0.605043,-0.064963,0.476347,0.619189,-0.051378,0.515133,0.648991,-0.062486,0.449896,0.62889,-0.078894,0.454961,0.644861,-0.069727,0.475617,0.652757,-0.058684,1
1437,'2026/01/20 13:52:53:160',7,0.598983,0.708879,0,0.587432,0.630032,0.00249,0.556492,0.563669,-0.006816,0.518915,0.527323,-0.017304,0.485245,0.511754,-0.029941,0.562126,0.523778,-0.032261,0.531634,0.434491,-0.056513,0.514695,0.379777,-0.068938,0.506827,0.335237,-0.07651,0.561138,0.552191,-0.043607,0.482257,0.506768,-0.071268,0.46234,0.543369,-0.071449,0.469222,0.570594,-0.067366,0.549571,0.59629,-0.053658,0.468928,0.56872,-0.07668,0.45976,0.598108,-0.06545,0.474255,0.616217,-0.053212,0.533244,0.643047,-0.062991,0.464211,0.628565,-0.07999,0.456538,0.643704,-0.073349,0.467037,0.652665,-0.064235,1
1438,'2026/01/20 13:52:53:193',7,0.613869,0.707317,0,0.600395,0.632233,0.001541,0.564915,0.56899,-0.009006,0.518787,0.540784,-0.021533,0.479913,0.530665,-0.036398,0.580356,0.512472,-0.026025,0.546621,0.42945,-0.050522,0.528211,0.376063,-0.064042,0.518545,0.332819,-0.07255,0.581575,0.537,-0.037991,0.501881,0.495063,-0.066475,0.475937,0.532104,-0.069743,0.475739,0.560659,-0.06739,0.571503,0.57937,-0.049048,0.489036,0.56042,-0.074072,0.478465,0.592018,-0.064927,0.490239,0.609886,-0.053352,0.554317,0.628317,-0.059376,0.486554,0.619907,-0.07623,0.486777,0.638114,-0.068396,0.504548,0.646204,-0.058288,1
1439,'2026/01/20 13:52:53:239',7,0.609374,0.70793,0,0.598353,0.630195,0.00292,0.569214,0.56274,-0.005348,0.530448,0.529582,-0.015662,0.495029,0.518354,-0.028685,0.57737,0.510667,-0.023942,0.54771,0.428253,-0.04591,0.528748,0.374978,-0.056888,0.517941,0.330506,-0.064054,0.579409,0.536551,-0.03591,0.498924,0.495582,-0.062248,0.476027,0.533712,-0.062765,0.480152,0.561216,-0.058891,0.569582,0.579545,-0.047052,0.487108,0.560491,-0.071375,0.476901,0.590857,-0.062394,0.489423,0.606907,-0.051527,0.55235,0.627461,-0.057337,0.484347,0.619157,-0.074638,0.484943,0.638091,-0.067951,0.50334,0.645784,-0.059054,1
1440,'2026/01/20 13:52:53:287',7,0.616358,0.705933,0,0.594482,0.641146,-0.001945,0.564728,0.576479,-0.01292,0.525931,0.544098,-0.02565,0.488586,0.530832,-0.040315,0.597233,0.496065,-0.023518,0.560595,0.415877,-0.047565,0.545019,0.363074,-0.063337,0.537145,0.318697,-0.073816,0.606383,0.515824,-0.033799,0.530665,0.480454,-0.062026,0.493236,0.516224,-0.067602,0.479093,0.549057,-0.066929,0.599775,0.555158,-0.043804,0.524511,0.544093,-0.067459,0.509098,0.577688,-0.060366,0.513799,0.601304,-0.050553,0.58185,0.604274,-0.053819,0.521735,0.607261,-0.070362,0.51747,0.629198,-0.064197,0.529053,0.641248,-0.055144,1
1441,'2026/01/20 13:52:53:335',7,0.623941,0.690731,0,0.581233,0.63152,-0.004,0.55698,0.571481,-0.014996,0.541725,0.534052,-0.028139,0.526248,0.513786,-0.041581,0.607998,0.480071,-0.01888,0.574839,0.402135,-0.043036,0.5563,0.351439,-0.057216,0.546393,0.305941,-0.067639,0.625154,0.496954,-0.030239,0.554798,0.457968,-0.061367,0.531412,0.50813,-0.063746,0.534607,0.54027,-0.059169,0.624806,0.530722,-0.042782,0.546285,0.532865,-0.06667,0.537631,0.570693,-0.055641,0.552334,0.582731,-0.043814,0.611829,0.571817,-0.056504,0.546542,0.588159,-0.07074,0.542973,0.614905,-0.062758,0.558227,0.61966,-0.053673,1
1442,'2026/01/20 13:52:53:381',7,0.624151,0.670211,0,0.579925,0.612254,-0.008751,0.551907,0.559522,-0.023308,0.550412,0.524167,-0.041045,0.568189,0.514888,-0.058812,0.596949,0.456688,-0.018306,0.578192,0.385595,-0.042833,0.569875,0.337442,-0.059774,0.567257,0.293382,-0.072976,0.628827,0.471362,-0.030049,0.580799,0.447751,-0.058813,0.565376,0.480855,-0.065755,0.569034,0.499192,-0.066364,0.648548,0.506625,-0.043664,0.583009,0.518578,-0.067276,0.569333,0.555124,-0.058332,0.578601,0.568408,-0.04817,0.654217,0.553629,-0.059267,0.593359,0.570466,-0.071334,0.582294,0.596134,-0.062247,0.592533,0.602814,-0.053002,1
1443,'2026/01/20 13:52:53:432',7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1444,'2026/01/20 13:52:53:494',7,0.72116,0.607237,0,0.684624,0.546106,-0.018366,0.673287,0.473624,-0.031084,0.703309,0.429823,-0.04603,0.737086,0.403684,-0.059374,0.71051,0.384025,-0.009597,0.698713,0.305347,-0.036523,0.690198,0.257343,-0.052511,0.692023,0.216053,-0.063142,0.751592,0.400007,-0.017852,0.766451,0.346106,-0.059785,0.736152,0.383559,-0.070287,0.718337,0.422303,-0.064726,0.781996,0.43484,-0.030108,0.760294,0.431991,-0.064882,0.72607,0.474511,-0.060725,0.72111,0.497918,-0.047458,0.802947,0.479127,-0.045046,0.765511,0.492847,-0.0619,0.735136,0.517807,-0.056969,0.731654,0.526805,-0.048484,1
1445,'2026/01/20 13:52:53:537',7,0.745446,0.584867,0,0.710826,0.542736,-0.02384,0.698782,0.476256,-0.039887,0.73427,0.43412,-0.055669,0.773141,0.406254,-0.069849,0.728623,0.383205,-0.022052,0.71933,0.298847,-0.048779,0.711966,0.249184,-0.063741,0.71312,0.204938,-0.074472,0.769558,0.393094,-0.02781,0.777618,0.328557,-0.06825,0.755027,0.365571,-0.078238,0.744013,0.398711,-0.074227,0.800838,0.423532,-0.037162,0.789841,0.411523,-0.073176,0.756,0.4612,-0.067681,0.745834,0.481293,-0.054449,0.825029,0.464723,-0.049135,0.796309,0.472339,-0.070666,0.767457,0.50768,-0.065403,0.761652,0.516558,-0.056569,1
1446,'2026/01/20 13:52:53:580',7,0.766854,0.571517,0,0.733398,0.525559,-0.021954,0.725624,0.459438,-0.037158,0.760462,0.424255,-0.05281,0.798623,0.405838,-0.067858,0.753677,0.383155,-0.024043,0.741103,0.295552,-0.053303,0.734319,0.242851,-0.068974,0.733952,0.197111,-0.079084,0.791831,0.396356,-0.032476,0.813032,0.321028,-0.074918,0.789883,0.36172,-0.084543,0.776759,0.397398,-0.078385,0.82015,0.4306,-0.044198,0.81783,0.409022,-0.084087,0.781178,0.460039,-0.077727,0.771235,0.480553,-0.061149,0.841295,0.475851,-0.057815,0.826165,0.463835,-0.079618,0.796557,0.498415,-0.069719,0.789391,0.511258,-0.056276,1
1447,'2026/01/20 13:52:53:629',7,0.782655,0.56392,0,0.757621,0.513063,-0.023276,0.758748,0.442082,-0.036022,0.79236,0.388339,-0.048139,0.826353,0.351542,-0.059009,0.773441,0.383499,-0.022863,0.764644,0.291797,-0.049542,0.759808,0.236097,-0.063561,0.759095,0.188197,-0.072456,0.806951,0.398922,-0.028279,0.827387,0.330691,-0.069768,0.808525,0.366402,-0.079457,0.797422,0.396809,-0.073985,0.831956,0.43005,-0.036774,0.841286,0.403516,-0.075851,0.80936,0.452119,-0.06748,0.798959,0.471608,-0.049986,0.850109,0.470839,-0.047255,0.850467,0.449058,-0.069319,0.824109,0.483037,-0.058511,0.816274,0.495691,-0.044265,1
1448,'2026/01/20 13:52:53:673',7,0.831594,0.571958,0,0.802163,0.527114,-0.027168,0.803832,0.450127,-0.041098,0.842549,0.393603,-0.053207,0.880386,0.355221,-0.064007,0.820347,0.383681,-0.027623,0.815394,0.28717,-0.05316,0.813377,0.227303,-0.066349,0.815381,0.177967,-0.07493,0.857637,0.397453,-0.030475,0.883435,0.325648,-0.068355,0.872947,0.358846,-0.077875,0.86707,0.388772,-0.073369,0.886161,0.428277,-0.036319,0.897862,0.395196,-0.074039,0.867682,0.443325,-0.067035,0.856569,0.468151,-0.050829,0.907227,0.468854,-0.044261,0.906975,0.446238,-0.067884,0.881873,0.480691,-0.058333,0.872702,0.499543,-0.044505,1
1449,'2026/01/20 13:52:53:721',7,0.837713,0.575442,0,0.811566,0.526734,-0.027763,0.817768,0.451687,-0.041262,0.861736,0.403898,-0.052993,0.900883,0.374594,-0.063645,0.827104,0.378952,-0.026117,0.8235,0.290246,-0.053604,0.820937,0.23236,-0.069743,0.820675,0.18333,-0.080631,0.865073,0.396236,-0.029123,0.89145,0.323572,-0.067912,0.878916,0.361854,-0.07704,0.869459,0.394,-0.072192,0.893619,0.429832,-0.035774,0.90747,0.401072,-0.072896,0.878665,0.449204,-0.06522,0.864922,0.470835,-0.04914,0.913376,0.474263,-0.045037,0.921828,0.449403,-0.067838,0.896212,0.484995,-0.058436,0.881938,0.502104,-0.045551,1
1450,'2026/01/20 13:52:53:765',7,0.839417,0.580242,0,0.813964,0.531231,-0.02519,0.821487,0.456271,-0.036784,0.867896,0.413954,-0.047218,0.907493,0.391577,-0.057247,0.83093,0.378381,-0.021031,0.826285,0.292386,-0.045568,0.823856,0.233653,-0.061686,0.823289,0.185593,-0.073318,0.869355,0.397511,-0.025172,0.900278,0.325908,-0.05991,0.887956,0.359914,-0.069799,0.874168,0.392945,-0.066653,0.897834,0.43378,-0.03274,0.914075,0.402011,-0.065759,0.886892,0.446224,-0.060615,0.871158,0.46918,-0.047748,0.916344,0.481038,-0.04279,0.92628,0.452828,-0.06403,0.901461,0.487454,-0.056257,0.885511,0.506443,-0.045418,1
1451,'2026/01/20 13:52:53:811',7,0.840262,0.584805,0,0.816521,0.534059,-0.027821,0.826259,0.459329,-0.040401,0.872128,0.415721,-0.051525,0.911726,0.387773,-0.061912,0.832993,0.379866,-0.020136,0.831241,0.296152,-0.046766,0.828701,0.23723,-0.06527,0.828508,0.189534,-0.078488,0.872287,0.401661,-0.023082,0.90279,0.330674,-0.059255,0.889619,0.365752,-0.070647,0.877567,0.397518,-0.06833,0.901358,0.439076,-0.030071,0.914515,0.410887,-0.062929,0.886237,0.455842,-0.057626,0.871657,0.47631,-0.044702,0.91906,0.487817,-0.040042,0.93168,0.456846,-0.060222,0.905046,0.491075,-0.051972,0.887633,0.508354,-0.041095,1
1452,'2026/01/20 13:52:53:859',7,0.842328,0.587497,0,0.817826,0.534414,-0.031834,0.827575,0.460858,-0.04654,0.872017,0.415967,-0.058875,0.910917,0.38449,-0.070008,0.833612,0.384548,-0.024484,0.833668,0.300648,-0.053497,0.831989,0.240194,-0.073573,0.833295,0.19155,-0.087667,0.873597,0.405558,-0.025224,0.900333,0.337481,-0.063873,0.888876,0.370808,-0.07585,0.880157,0.401376,-0.073882,0.903467,0.441555,-0.030383,0.915595,0.412771,-0.065912,0.886349,0.458218,-0.05966,0.871592,0.480058,-0.045497,0.92249,0.488029,-0.038878,0.934149,0.458522,-0.061315,0.907645,0.492224,-0.05318,0.891635,0.509637,-0.041728,1
1453,'2026/01/20 13:52:53:907',7,0.842283,0.587475,0,0.816869,0.53738,-0.030614,0.825289,0.463749,-0.044344,0.8725,0.421613,-0.055813,0.913491,0.394493,-0.066294,0.834764,0.380505,-0.021877,0.834924,0.297646,-0.048722,0.833205,0.238998,-0.06662,0.834344,0.191502,-0.079499,0.874777,0.401432,-0.023503,0.903919,0.331679,-0.06155,0.889374,0.372298,-0.07199,0.878721,0.407306,-0.068322,0.904135,0.438179,-0.029622,0.917436,0.404527,-0.064683,0.888843,0.451604,-0.057926,0.876884,0.473802,-0.043331,0.923008,0.485967,-0.038958,0.932486,0.452916,-0.061466,0.906195,0.488972,-0.053322,0.891751,0.507625,-0.041865,1
1454,'2026/01/20 13:52:53:952',7,0.839194,0.588524,0,0.815604,0.536184,-0.029235,0.825878,0.46302,-0.041937,0.873186,0.420474,-0.052968,0.914108,0.393621,-0.063141,0.835101,0.381464,-0.018558,0.834728,0.298708,-0.044839,0.833125,0.240118,-0.062483,0.83442,0.192784,-0.074873,0.874703,0.402221,-0.02087,0.904722,0.329164,-0.05794,0.889627,0.364872,-0.068914,0.877635,0.398532,-0.065496,0.903904,0.439335,-0.027593,0.917835,0.406044,-0.062105,0.88788,0.452235,-0.055857,0.874816,0.474391,-0.041259,0.921797,0.487819,-0.037438,0.932534,0.454081,-0.058673,0.905872,0.489101,-0.049898,0.891435,0.507186,-0.037934,1
1455,'2026/01/20 13:52:53:998',7,0.841406,0.587965,0,0.816035,0.536088,-0.028944,0.825563,0.461953,-0.041771,0.872709,0.41835,-0.053081,0.914689,0.391417,-0.063538,0.836644,0.383574,-0.019225,0.83666,0.300056,-0.04596,0.834983,0.240882,-0.063514,0.837665,0.193138,-0.075714,0.875814,0.40429,-0.021632,0.905105,0.332615,-0.059393,0.890731,0.367511,-0.070222,0.881288,0.401682,-0.066598,0.904908,0.440371,-0.028433,0.918941,0.40696,-0.063997,0.887647,0.454316,-0.057423,0.8747,0.478715,-0.042229,0.923728,0.487517,-0.038271,0.933393,0.454006,-0.060608,0.905437,0.489514,-0.05201,0.891185,0.509268,-0.039857,1
1456,'2026/01/20 13:52:54:030',7,0.841478,0.588021,0,0.816167,0.534054,-0.029072,0.826964,0.459466,-0.041608,0.875271,0.417516,-0.052574,0.916869,0.391903,-0.062641,0.839074,0.380886,-0.017788,0.839747,0.297634,-0.043273,0.838868,0.238959,-0.060468,0.841998,0.191839,-0.072617,0.877953,0.402679,-0.01987,0.908388,0.3344,-0.057042,0.89345,0.369248,-0.068021,0.883042,0.402442,-0.064691,0.906374,0.439178,-0.02636,0.924028,0.403465,-0.061819,0.892132,0.449157,-0.055906,0.877334,0.473876,-0.04128,0.924703,0.486441,-0.03587,0.935732,0.452319,-0.058937,0.907673,0.487054,-0.05097,0.892048,0.507441,-0.039071,1
1457,'2026/01/20 13:52:54:078',7,0.843145,0.589222,0,0.817819,0.535389,-0.029687,0.826931,0.461515,-0.042319,0.874532,0.418378,-0.053333,0.916394,0.391793,-0.063465,0.83923,0.381234,-0.017535,0.839205,0.297933,-0.043511,0.838085,0.239093,-0.060798,0.840741,0.191494,-0.072912,0.878621,0.402689,-0.019509,0.90841,0.331136,-0.057242,0.893151,0.368804,-0.068367,0.88263,0.404569,-0.064661,0.907353,0.439505,-0.026038,0.922297,0.404671,-0.062004,0.89137,0.451838,-0.05609,0.878554,0.47686,-0.041057,0.925245,0.487358,-0.035623,0.935029,0.452502,-0.058233,0.907531,0.487768,-0.050018,0.893546,0.508202,-0.037976,1
1458,'2026/01/20 13:52:54:125',7,0.837099,0.592018,0,0.811496,0.542092,-0.030728,0.821117,0.467292,-0.042935,0.86787,0.421346,-0.05274,0.906414,0.387906,-0.061967,0.830212,0.384743,-0.018676,0.830187,0.302112,-0.044048,0.827937,0.242814,-0.062074,0.828534,0.194329,-0.075396,0.871363,0.405962,-0.020013,0.898681,0.329865,-0.055515,0.884108,0.365187,-0.068067,0.873353,0.39831,-0.066813,0.900146,0.442775,-0.025749,0.913992,0.406116,-0.058929,0.885067,0.450278,-0.054741,0.872677,0.472392,-0.042836,0.917666,0.491394,-0.034665,0.925213,0.457029,-0.056071,0.898771,0.492972,-0.049192,0.885418,0.511523,-0.039462,1
1459,'2026/01/20 13:52:54:170',7,0.836837,0.591673,0,0.811469,0.540084,-0.028881,0.820554,0.46579,-0.041682,0.867658,0.423112,-0.052898,0.909192,0.396486,-0.063298,0.830744,0.385729,-0.019389,0.829333,0.301157,-0.045004,0.82715,0.242218,-0.061639,0.828719,0.194735,-0.073262,0.87019,0.406558,-0.02207,0.899572,0.332677,-0.059347,0.885799,0.365288,-0.071074,0.875799,0.397969,-0.068215,0.8992,0.442761,-0.028911,0.913738,0.408201,-0.064871,0.882861,0.454031,-0.060386,0.869396,0.477854,-0.046622,0.917949,0.490093,-0.038591,0.926093,0.457085,-0.061347,0.89862,0.492888,-0.053716,0.884168,0.513259,-0.042304,1
1460,'2026/01/20 13:52:54:216',7,0.838169,0.591869,0,0.810975,0.541647,-0.028106,0.817407,0.464624,-0.040187,0.862928,0.416478,-0.050838,0.902927,0.387281,-0.06057,0.82867,0.386268,-0.018173,0.826215,0.299704,-0.043797,0.823683,0.241062,-0.059591,0.824508,0.192885,-0.070345,0.868083,0.405609,-0.020875,0.895975,0.330035,-0.059255,0.881854,0.367031,-0.069703,0.872358,0.40259,-0.065029,0.897479,0.440794,-0.027781,0.908521,0.405994,-0.064667,0.878372,0.454463,-0.058183,0.867304,0.479452,-0.04222,0.917548,0.486521,-0.037451,0.922029,0.454164,-0.060143,0.896178,0.490368,-0.051222,0.885219,0.510655,-0.038338,1
1461,'2026/01/20 13:52:54:263',7,0.838689,0.592231,0,0.811186,0.541402,-0.026743,0.816339,0.463697,-0.03832,0.861115,0.414739,-0.048818,0.901048,0.385456,-0.058559,0.826879,0.388739,-0.017131,0.821916,0.301814,-0.041782,0.818876,0.243775,-0.056805,0.8196,0.19634,-0.066896,0.866097,0.405847,-0.020353,0.893468,0.328371,-0.057864,0.881334,0.363438,-0.068635,0.872653,0.399141,-0.064259,0.895985,0.439087,-0.027478,0.907145,0.403364,-0.063743,0.877833,0.451878,-0.058245,0.866385,0.47809,-0.042963,0.916729,0.483021,-0.03715,0.919723,0.452422,-0.059056,0.89506,0.488323,-0.050384,0.88506,0.509175,-0.037753,1
1462,'2026/01/20 13:52:54:309',7,0.837052,0.593359,0,0.810211,0.542123,-0.026371,0.81537,0.463124,-0.037256,0.860188,0.411861,-0.047121,0.899681,0.378524,-0.05623,0.825316,0.387299,-0.014645,0.820284,0.302136,-0.03859,0.816997,0.244573,-0.053673,0.818142,0.197676,-0.063994,0.864635,0.403644,-0.017996,0.891359,0.328209,-0.054389,0.877865,0.36318,-0.064911,0.869595,0.396992,-0.060886,0.894856,0.436437,-0.025399,0.909313,0.396375,-0.061448,0.877399,0.446982,-0.054689,0.864383,0.473932,-0.03883,0.916022,0.480802,-0.035347,0.920535,0.445815,-0.057837,0.894752,0.483487,-0.048243,0.88424,0.50536,-0.034845,1
1463,'2026/01/20 13:52:54:355',7,0.836607,0.593762,0,0.810286,0.541629,-0.025403,0.815406,0.462865,-0.036124,0.860289,0.412648,-0.046127,0.900281,0.380729,-0.055553,0.826061,0.388115,-0.014277,0.820637,0.302684,-0.038255,0.817382,0.244583,-0.053455,0.818341,0.197252,-0.063852,0.864891,0.404152,-0.018087,0.892696,0.327988,-0.054317,0.879082,0.362962,-0.064897,0.869903,0.397522,-0.060855,0.89489,0.436861,-0.025807,0.90982,0.396227,-0.061728,0.877983,0.446678,-0.055225,0.864418,0.474459,-0.03943,0.915724,0.481255,-0.035958,0.920832,0.445525,-0.058363,0.89505,0.482876,-0.048845,0.88397,0.505349,-0.035452,1
1464,'2026/01/20 13:52:54:402',7,0.837829,0.593199,0,0.810376,0.542313,-0.026058,0.813555,0.46236,-0.036575,0.858072,0.410777,-0.04615,0.899111,0.380192,-0.054833,0.824597,0.388727,-0.013765,0.818435,0.303256,-0.03789,0.814829,0.246024,-0.052753,0.81624,0.198706,-0.062951,0.863942,0.403001,-0.016986,0.890868,0.326974,-0.053889,0.875792,0.36488,-0.063631,0.867562,0.399532,-0.058494,0.894352,0.434079,-0.024329,0.908975,0.39427,-0.060373,0.875928,0.445886,-0.052686,0.863875,0.472296,-0.035791,0.91597,0.477094,-0.034279,0.918783,0.44464,-0.05631,0.892455,0.481563,-0.046511,0.88357,0.501678,-0.032841,1
1465,'2026/01/20 13:52:54:451',7,0.836727,0.593385,0,0.809587,0.542022,-0.02582,0.812299,0.461678,-0.036561,0.8562,0.407979,-0.046392,0.896723,0.37462,-0.055406,0.823023,0.389848,-0.013506,0.816834,0.305339,-0.037468,0.813121,0.24805,-0.052625,0.814285,0.200561,-0.063143,0.861886,0.403605,-0.016845,0.887668,0.327353,-0.053589,0.872593,0.364966,-0.063686,0.864063,0.400142,-0.058999,0.892346,0.433849,-0.024211,0.906568,0.392668,-0.059701,0.874134,0.444251,-0.051837,0.861807,0.472122,-0.035097,0.91436,0.476025,-0.034207,0.916431,0.442657,-0.055873,0.890703,0.48005,-0.045922,0.881957,0.501435,-0.032262,1
1466,'2026/01/20 13:52:54:482',7,0.837514,0.590276,0,0.808788,0.541158,-0.026581,0.810139,0.461591,-0.037793,0.852464,0.40585,-0.047855,0.8919,0.369697,-0.056702,0.820587,0.389312,-0.013958,0.813901,0.304946,-0.038925,0.808977,0.24888,-0.053917,0.810341,0.201812,-0.064044,0.860114,0.402103,-0.016983,0.885478,0.326393,-0.055579,0.869023,0.366859,-0.065388,0.862146,0.401626,-0.059646,0.890942,0.431239,-0.024244,0.901534,0.395641,-0.060694,0.869157,0.448037,-0.051942,0.860494,0.4725,-0.034093,0.91362,0.471801,-0.034268,0.912924,0.441794,-0.055451,0.88754,0.479665,-0.044652,0.881474,0.498332,-0.030262,1
1467,'2026/01/20 13:52:54:530',7,0.837036,0.588881,0,0.808763,0.537448,-0.024199,0.810387,0.456941,-0.034221,0.851931,0.401767,-0.043742,0.890701,0.365917,-0.052356,0.819432,0.388125,-0.010851,0.81223,0.304337,-0.034993,0.807813,0.248292,-0.049869,0.808939,0.201173,-0.059906,0.858722,0.400254,-0.014923,0.884092,0.323079,-0.052402,0.867806,0.363554,-0.062148,0.859685,0.399486,-0.056487,0.889672,0.429383,-0.023072,0.901766,0.389299,-0.058722,0.869214,0.442181,-0.050145,0.858929,0.468737,-0.032382,0.912196,0.469999,-0.033742,0.912187,0.437795,-0.054424,0.887023,0.474933,-0.043505,0.880265,0.494405,-0.028975,1
1468,'2026/01/20 13:52:54:577',7,0.832039,0.571509,0,0.804839,0.517668,-0.024045,0.811692,0.43557,-0.033027,0.855367,0.38243,-0.041022,0.892815,0.347242,-0.048283,0.820591,0.373276,-0.011239,0.815135,0.286665,-0.031948,0.811836,0.229162,-0.044994,0.812832,0.181827,-0.054373,0.859269,0.386147,-0.014649,0.885145,0.305718,-0.047592,0.872272,0.341491,-0.056646,0.863659,0.37619,-0.052061,0.888879,0.41698,-0.021792,0.906992,0.369399,-0.055516,0.87742,0.41858,-0.048936,0.864725,0.445134,-0.033671,0.910423,0.458295,-0.031087,0.91539,0.421622,-0.052782,0.891775,0.458285,-0.043576,0.882213,0.478916,-0.0307,1
1469,'2026/01/20 13:52:54:622',7,0.833902,0.563569,0,0.807477,0.508547,-0.025521,0.813967,0.427443,-0.035215,0.856948,0.372533,-0.044147,0.894892,0.335465,-0.052025,0.821214,0.363607,-0.010035,0.81683,0.278096,-0.03262,0.814672,0.220724,-0.046356,0.816385,0.172964,-0.055311,0.860141,0.378331,-0.012536,0.8851,0.303884,-0.047699,0.872418,0.335778,-0.057782,0.864538,0.364911,-0.052994,0.890042,0.408837,-0.019267,0.903532,0.370872,-0.055036,0.874085,0.419745,-0.049312,0.863034,0.44335,-0.033329,0.911218,0.448934,-0.028335,0.915844,0.417031,-0.049499,0.891496,0.452643,-0.040211,0.882156,0.471284,-0.026726,1
1470,'2026/01/20 13:52:54:669',7,0.836431,0.550946,0,0.807452,0.499542,-0.02474,0.813031,0.418402,-0.034565,0.854597,0.36178,-0.043414,0.890948,0.325148,-0.050925,0.821356,0.35205,-0.014781,0.817954,0.264949,-0.037605,0.817273,0.208425,-0.050397,0.819809,0.161836,-0.058354,0.859582,0.36528,-0.017786,0.88478,0.296409,-0.053369,0.874043,0.323315,-0.063406,0.864744,0.349693,-0.058899,0.889014,0.394083,-0.024499,0.900333,0.375735,-0.059571,0.872943,0.421889,-0.054538,0.86057,0.442632,-0.039682,0.909799,0.432642,-0.033551,0.912296,0.419122,-0.053323,0.88874,0.454279,-0.044517,0.878614,0.469734,-0.031898,1
